,video,Last modified,Created,mode,ino,dev,nlink,uid,gid,size,atime,mtime,ctime,metadata,index,codec_name,codec_long_name,profile,codec_type,codec_time_base,codec_tag_string,codec_tag,width,height,coded_width,coded_height,has_b_frames,pix_fmt,level,chroma_location,refs,is_avc,nal_length_size,r_frame_rate,avg_frame_rate,time_base,start_pts,start_time,duration_ts,duration,bit_rate,bits_per_raw_sample,nb_frames,disposition,tags,sample_aspect_ratio,display_aspect_ratio,sample_fmt,sample_rate,channels,channel_layout,bits_per_sample,max_bit_rate,color_range,color_space,color_transfer,color_primaries,quarter_sample,divx_packed,tag_codec_name,tag_profile,tag_codec_type,tag_codec_time_base,tag_codec_tag_string,tag_level,tag_nal_length_size,tag_r_frame_rate,tag_start_pts,tag_start_time,tag_frame_rate,tag_duration,tag_bit_rate,tag_display_aspect_ratio,tag_virus,tag_Offset,mal
35,B1606b0e6_1 (38).mp4,Thu Aug  4 19:47:34 2022,Sat Feb 11 14:28:58 2023,33204,5507047,2053,1,1000,1000,22872735,1677237045,1659631654,1676118538,"[{'index': 0, 'codec_name': 'h264', 'codec_long_name': 'H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10', 'profile': 'High', 'codec_type': 'video', 'codec_time_base': '1/50', 'codec_tag_string': 'avc1', 'codec_tag': '0x31637661', 'width': 1920, 'height': 1080, 'coded_width': 1920, 'coded_height': 1088, 'has_b_frames': 2, 'pix_fmt': 'yuv420p', 'level': 50, 'chroma_location': 'left', 'refs': 1, 'is_avc': 'true', 'nal_length_size': '4', 'r_frame_rate': '25/1', 'avg_frame_rate': '25/1', 'time_base': '1/90000', 'start_pts': 0, 'start_time': '0.000000', 'duration_ts': 2700000, 'duration': '30.000000', 'bit_rate': '6096019', 'bits_per_raw_sample': '8', 'nb_frames': '750', 'disposition': {'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}, 'tags': {'language': 'eng'}}]",0,h264,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,High,video,1/50,avc1,0x31637661,1920.0,1080.0,1920.0,1088.0,2.0,yuv420p,50.0,left,1.0,true,4,25/1,25/1,1/90000,0,0.000000,2700000,30.000000,6096019,8,750,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}",{'language': 'eng'},0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,4,1,11,0,9,0,0,0,3,0,22,0,28015,benign
36,malware8.mp4,Sat Feb 11 13:50:38 2023,Sat Feb 11 14:28:09 2023,33204,5506865,2053,1,1000,1000,671739,1677237046,1676116238,1676118489,"[{'index': 0, 'codec_name': 'h264', 'codec_long_name': 'H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10', 'profile': 'High', 'codec_type': 'video', 'codec_time_base': '1/50', 'codec_tag_string': 'avc1', 'codec_tag': '0x31637661', 'width': 508, 'height': 360, 'coded_width': 512, 'coded_height': 368, 'has_b_frames': 2, 'pix_fmt': 'yuv420p', 'level': 21, 'chroma_location': 'left', 'refs': 1, 'is_avc': 'true', 'nal_length_size': '4', 'r_frame_rate': '25/1', 'avg_frame_rate': '25/1', 'time_base': '1/12800', 'start_pts': 0, 'start_time': '0.000000', 'duration_ts': 130048, 'duration': '10.160000', 'bit_rate': '386163', 'bits_per_raw_sample': '8', 'nb_frames': '254', 'disposition': {'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}, 'tags': {'language': 'und', 'handler_name': 'VideoHandler'}}, {'index': 1, 'codec_name': 'mp3', 'codec_long_name': 'MP3 (MPEG audio layer 3)', 'codec_type': 'audio', 'codec_time_base': '1/44100', 'codec_tag_string': 'mp4a', 'codec_tag': '0x6134706d', 'sample_fmt': 'fltp', 'sample_rate': '44100', 'channels': 2, 'channel_layout': 'stereo', 'bits_per_sample': 0, 'r_frame_rate': '0/0', 'avg_frame_rate': '0/0', 'time_base': '1/44100', 'start_pts': 0, 'start_time': '0.000000', 'duration_ts': 468871, 'duration': '10.631995', 'bit_rate': '127999', 'max_bit_rate': '128000', 'nb_frames': '408', 'disposition': {'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}, 'tags': {'language': 'und', 'handler_name': 'SoundHandler'}}]",0,h264,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,High,video,1/50,avc1,0x31637661,508.0,360.0,512.0,368.0,2.0,yuv420p,21.0,left,1.0,true,4,25/1,25/1,1/12800,0,0.000000,130048,10.160000,386163,8,254,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}","{'language': 'und', 'handler_name': 'VideoHandler'}",0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,4,1,3,0,9,0,0,0,2,1,22,0,28015,malware
37,A1606b0e6_0 (44).mp4,Thu Aug  4 19:45:18 2022,Sat Feb 11 14:28:21 2023,33204,5506931,2053,1,1000,1000,18559997,1677237046,1659631518,1676118501,"[{'index': 0, 'codec_name': 'h264', 'codec_long_name': 'H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10', 'profile': 'High', 'codec_type': 'video', 'codec_time_base': '1/50', 'codec_tag_string': 'avc1', 'codec_tag': '0x31637661', 'width': 1920, 'height': 1080, 'coded_width': 1920, 'coded_height': 1088, 'has_b_frames': 2, 'pix_fmt': 'yuv420p', 'level': 50, 'chroma_location': 'left', 'refs': 1, 'is_avc': 'true', 'nal_length_size': '4', 'r_frame_rate': '25/1', 'avg_frame_rate': '25/1', 'time_base': '1/90000', 'start_pts': 0, 'start_time': '0.000000', 'duration_ts': 2700000, 'duration': '30.000000', 'bit_rate': '4945958', 'bits_per_raw_sample': '8', 'nb_frames': '750', 'disposition': {'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}, 'tags': {'language': 'eng'}}]",0,h264,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,High,video,1/50,avc1,0x31637661,1920.0,1080.0,1920.0,1088.0,2.0,yuv420p,50.0,left,1.0,true,4,25/1,25/1,1/90000,0,0.000000,2700000,30.000000,4945958,8,750,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}",{'language': 'eng'},0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,4,1,11,0,9,0,0,0,3,0,22,0,28015,benign
38,A1606b0e6_0 (61).mp4,Thu Aug  4 19:45:56 2022,Sat Feb 11 14:28:30 2023,33204,5506996,2053,1,1000,1000,26387713,1677237046,1659631556,1676118510,"[{'index': 0, 'codec_name': 'h264', 'codec_long_name': 'H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10', 'profile': 'High', 'codec_type': 'video', 'codec_time_base': '1/50', 'codec_tag_string': 'avc1', 'codec_tag': '0x31637661', 'width': 1920, 'height': 1080, 'coded_width': 1920, 'coded_height': 1088, 'has_b_frames': 2, 'pix_fmt': 'yuv420p', 'level': 50, 'chroma_location': 'left', 'refs': 1, 'is_avc': 'true', 'nal_length_size': '4', 'r_frame_rate': '25/1', 'avg_frame_rate': '25/1', 'time_base': '1/90000', 'start_pts': 0, 'start_time': '0.000000', 'duration_ts': 2700000, 'duration': '30.000000', 'bit_rate': '7033349', 'bits_per_raw_sample': '8', 'nb_frames': '750', 'disposition': {'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}, 'tags': {'language': 'eng'}}]",0,h264,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,High,video,1/50,avc1,0x31637661,1920.0,1080.0,1920.0,1088.0,2.0,yuv420p,50.0,left,1.0,true,4,25/1,25/1,1/90000,0,0.000000,2700000,30.000000,7033349,8,750,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}",{'language': 'eng'},0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,4,1,11,0,9,0,0,0,3,0,22,0,28015,benign
39,"No Please, I Have Three Kids!.mp4",Sat Feb 11 13:33:03 2023,Sat Feb 11 14:29:16 2023,33204,5507094,2053,1,1000,1000,1199936,1677237046,1676115183,1676118556,"[{'index': 0, 'codec_name': 'h264', 'codec_long_name': 'H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10', 'profile': 'Main', 'codec_type': 'video', 'codec_time_base': '1/58', 'codec_tag_string': 'avc1', 'codec_tag': '0x31637661', 'width': 500, 'height': 360, 'coded_width': 512, 'coded_height': 368, 'has_b_frames': 1, 'sample_aspect_ratio': '1:1', 'display_aspect_ratio': '25:18', 'pix_fmt': 'yuv420p', 'level': 30, 'chroma_location': 'left', 'refs': 1, 'is_avc': 'true', 'nal_length_size': '4', 'r_frame_rate': '29/1', 'avg_frame_rate': '29/1', 'time_base': '1/90000', 'start_pts': 0, 'start_time': '0.000000', 'duration_ts': 2700000, 'duration': '30.000000', 'bit_rate': '188065', 'bits_per_raw_sample': '8', 'nb_frames': '870', 'disposition': {'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}, 'tags': {'creation_time': '2018-11-09T01:57:36.000000Z', 'language': 'und', 'handler_name': 'ISO Media file produced by Google Inc. Created on: 11/08/2018.'}}, {'index': 1, 'codec_name': 'aac', 'codec_long_name': 'AAC (Advanced Audio Coding)', 'profile': 'LC', 'codec_type': 'audio', 'codec_time_base': '1/44100', 'codec_tag_string': 'mp4a', 'codec_tag': '0x6134706d', 'sample_fmt': 'fltp', 'sample_rate': '44100', 'channels': 2, 'channel_layout': 'stereo', 'bits_per_sample': 0, 'r_frame_rate': '0/0', 'avg_frame_rate': '0/0', 'time_base': '1/44100', 'start_pts': 0, 'start_time': '0.000000', 'duration_ts': 1323008, 'duration': '30.000181', 'bit_rate': '125734', 'nb_frames': '1292', 'disposition': {'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}, 'tags': {'creation_time': '2018-11-09T01:57:36.000000Z', 'language': 'und', 'handler_name': 'ISO Media file produced by Google Inc. Created on: 11/08/2018.'}}]",0,h264,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,Main,video,1/58,avc1,0x31637661,500.0,360.0,512.0,368.0,1.0,yuv420p,30.0,left,1.0,true,4,29/1,29/1,1/90000,0,0.000000,2700000,30.000000,188065,8,870,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}","{'creation_time': '2018-11-09T01:57:36.000000Z', 'language': 'und', 'handler_name': 'ISO Media file produced by Google Inc. Created on: 11/08/2018.'}",1:1,25:18,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,3,0,5,1,5,0,11,0,0,0,3,1,11,0,12852,benign
40,45.mp4,Sat Nov  5 16:07:07 2022,Sat Feb 11 14:28:25 2023,33188,5506983,2053,1,1000,1000,1111800,1677237046,1667657227,1676118505,"[{'index': 0, 'codec_name': 'h264', 'codec_long_name': 'H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10', 'profile': 'Main', 'codec_type': 'video', 'codec_time_base': '500/16757', 'codec_tag_string': 'avc1', 'codec_tag': '0x31637661', 'width': 240, 'height': 360, 'coded_width': 240, 'coded_height': 368, 'has_b_frames': 1, 'sample_aspect_ratio': '1:1', 'display_aspect_ratio': '2:3', 'pix_fmt': 'yuv420p', 'level': 12, 'color_range': 'tv', 'color_space': 'bt709', 'color_transfer': 'bt709', 'color_primaries': 'bt709', 'chroma_location': 'left', 'refs': 1, 'is_avc': 'true', 'nal_length_size': '4', 'r_frame_rate': '16757/1000', 'avg_frame_rate': '16757/1000', 'time_base': '1/16757', 'start_pts': 0, 'start_time': '0.000000', 'duration_ts': 518000, 'duration': '30.912454', 'bit_rate': '156249', 'bits_per_raw_sample': '8', 'nb_frames': '518', 'disposition': {'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}, 'tags': {'creation_time': '2020-09-19T20:22:11.000000Z', 'language': 'und', 'handler_name': 'ISO Media file produced by Google Inc. Created on: 09/19/2020.'}}, {'index': 1, 'codec_name': 'aac', 'codec_long_name': 'AAC (Advanced Audio Coding)', 'profile': 'LC', 'codec_type': 'audio', 'codec_time_base': '1/44100', 'codec_tag_string': 'mp4a', 'codec_tag': '0x6134706d', 'sample_fmt': 'fltp', 'sample_rate': '44100', 'channels': 2, 'channel_layout': 'stereo', 'bits_per_sample': 0, 'r_frame_rate': '0/0', 'avg_frame_rate': '0/0', 'time_base': '1/44100', 'start_pts': 0, 'start_time': '0.000000', 'duration_ts': 1363968, 'duration': '30.928980', 'bit_rate': '127999', 'nb_frames': '1332', 'disposition': {'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}, 'tags': {'creation_time': '2020-09-19T20:22:11.000000Z', 'language': 'eng', 'handler_name': 'ISO Media file produced by Google Inc. Created on: 09/19/2020.'}}]",0,h264,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,Main,video,500/16757,avc1,0x31637661,240.0,360.0,240.0,368.0,1.0,yuv420p,12.0,left,1.0,true,4,16757/1000,16757/1000,1/16757,0,0.000000,518000,30.912454,156249,8,518,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}","{'creation_time': '2020-09-19T20:22:11.000000Z', 'language': 'und', 'handler_name': 'ISO Media file produced by Google Inc. Created on: 09/19/2020.'}",1:1,2:3,0,0,0.0,0,0.0,0,tv,bt709,bt709,bt709,0,0,1,3,0,29,1,2,0,4,0,0,1,3,1,14,1,12852,malware
41,were gonna straighten you out.mp4,Sat Feb 11 13:33:03 2023,Sat Feb 11 14:29:17 2023,33204,5507116,2053,1,1000,1000,652276,1677237046,1676115183,1676118557,"[{'index': 0, 'codec_name': 'h264', 'codec_long_name': 'H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10', 'profile': 'Main', 'codec_type': 'video', 'codec_time_base': '1/60', 'codec_tag_string': 'avc1', 'codec_tag': '0x31637661', 'width': 480, 'height': 360, 'coded_width': 480, 'coded_height': 368, 'has_b_frames': 1, 'sample_aspect_ratio': '1:1', 'display_aspect_ratio': '4:3', 'pix_fmt': 'yuv420p', 'level': 30, 'chroma_location': 'left', 'refs': 1, 'is_avc': 'true', 'nal_length_size': '4', 'r_frame_rate': '30/1', 'avg_frame_rate': '30/1', 'time_base': '1/90000', 'start_pts': 0, 'start_time': '0.000000', 'duration_ts': 1233000, 'duration': '13.700000', 'bit_rate': '250387', 'bits_per_raw_sample': '8', 'nb_frames': '411', 'disposition': {'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}, 'tags': {'creation_time': '2018-11-04T02:52:34.000000Z', 'language': 'und', 'handler_name': 'ISO Media file produced by Google Inc. Created on: 11/03/2018.'}}, {'index': 1, 'codec_name': 'aac', 'codec_long_name': 'AAC (Advanced Audio Coding)', 'profile': 'LC', 'codec_type': 'audio', 'codec_time_base': '1/44100', 'codec_tag_string': 'mp4a', 'codec_tag': '0x6134706d', 'sample_fmt': 'fltp', 'sample_rate': '44100', 'channels': 2, 'channel_layout': 'stereo', 'bits_per_sample': 0, 'r_frame_rate': '0/0', 'avg_frame_rate': '0/0', 'time_base': '1/44100', 'start_pts': 0, 'start_time': '0.000000', 'duration_ts': 605184, 'duration': '13.722993', 'bit_rate': '125762', 'nb_frames': '591', 'disposition': {'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}, 'tags': {'creation_time': '2018-11-04T02:52:34.000000Z', 'language': 'eng', 'handler_name': 'ISO Media file produced by Google Inc. Created on: 11/03/2018.'}}]",0,h264,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,Main,video,1/60,avc1,0x31637661,480.0,360.0,480.0,368.0,1.0,yuv420p,30.0,left,1.0,true,4,30/1,30/1,1/90000,0,0.000000,1233000,13.700000,250387,8,411,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}","{'creation_time': '2018-11-04T02:52:34.000000Z', 'language': 'und', 'handler_name': 'ISO Media file produced by Google Inc. Created on: 11/03/2018.'}",1:1,4:3,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,3,0,6,1,5,0,14,0,0,0,2,1,19,0,12852,benign
42,Alphabet Soup (SpongeBob Clip).mp4,Sat Feb 11 13:33:03 2023,Sat Feb 11 14:29:14 2023,33204,5507071,2053,1,1000,1000,611306,1677237046,1676115183,1676118554,"[{'index': 0, 'codec_name': 'h264', 'codec_long_name': 'H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10', 'profile': 'Main', 'codec_type': 'video', 'codec_time_base': '1001/60000', 'codec_tag_string': 'avc1', 'codec_tag': '0x31637661', 'width': 480, 'height': 360, 'coded_width': 480, 'coded_height': 368, 'has_b_frames': 1, 'sample_aspect_ratio': '1:1', 'display_aspect_ratio': '4:3', 'pix_fmt': 'yuv420p', 'level': 30, 'chroma_location': 'left', 'refs': 1, 'is_avc': 'true', 'nal_length_size': '4', 'r_frame_rate': '30000/1001', 'avg_frame_rate': '30000/1001', 'time_base': '1/90000', 'start_pts': 0, 'start_time': '0.000000', 'duration_ts': 1099098, 'duration': '12.212200', 'bit_rate': '270092', 'bits_per_raw_sample': '8', 'nb_frames': '366', 'disposition': {'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}, 'tags': {'creation_time': '2018-11-11T21:56:31.000000Z', 'language': 'und', 'handler_name': 'ISO Media file produced by Google Inc. Created on: 11/11/2018.'}}, {'index': 1, 'codec_name': 'aac', 'codec_long_name': 'AAC (Advanced Audio Coding)', 'profile': 'LC', 'codec_type': 'audio', 'codec_time_base': '1/44100', 'codec_tag_string': 'mp4a', 'codec_tag': '0x6134706d', 'sample_fmt': 'fltp', 'sample_rate': '44100', 'channels': 2, 'channel_layout': 'stereo', 'bits_per_sample': 0, 'r_frame_rate': '0/0', 'avg_frame_rate': '0/0', 'time_base': '1/44100', 'start_pts': 0, 'start_time': '0.000000', 'duration_ts': 538624, 'duration': '12.213696', 'bit_rate': '125801', 'nb_frames': '526', 'disposition': {'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}, 'tags': {'creation_time': '2018-11-11T21:56:31.000000Z', 'language': 'und', 'handler_name': 'ISO Media file produced by Google Inc. Created on: 11/11/2018.'}}]",0,h264,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,Main,video,1001/60000,avc1,0x31637661,480.0,360.0,480.0,368.0,1.0,yuv420p,30.0,left,1.0,true,4,30000/1001,30000/1001,1/90000,0,0.000000,1099098,12.212200,270092,8,366,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}","{'creation_time': '2018-11-11T21:56:31.000000Z', 'language': 'und', 'handler_name': 'ISO Media file produced by Google Inc. Created on: 11/11/2018.'}",1:1,4:3,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,3,0,7,1,5,0,15,0,0,1,2,1,19,0,12852,benign
43,test (1).mp4,Thu Aug  4 19:42:54 2022,Sat Feb 11 14:29:23 2023,33204,5507135,2053,1,1000,1000,19758830,1677237046,1659631374,1676118563,"[{'index': 0, 'codec_name': 'h264', 'codec_long_name': 'H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10', 'profile': 'High', 'codec_type': 'video', 'codec_time_base': '1/50', 'codec_tag_string': 'avc1', 'codec_tag': '0x31637661', 'width': 1920, 'height': 1080, 'coded_width': 1920, 'coded_height': 1088, 'has_b_frames': 2, 'pix_fmt': 'yuv420p', 'level': 40, 'chroma_location': 'left', 'refs': 1, 'is_avc': 'true', 'nal_length_size': '4', 'r_frame_rate': '25/1', 'avg_frame_rate': '25/1', 'time_base': '1/12800', 'start_pts': 0, 'start_time': '0.000000', 'duration_ts': 384000, 'duration': '30.000000', 'bit_rate': '5266382', 'bits_per_raw_sample': '8', 'nb_frames': '750', 'disposition': {'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}, 'tags': {'language': 'und', 'handler_name': 'VideoHandler'}}]",0,h264,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,High,video,1/50,avc1,0x31637661,1920.0,1080.0,1920.0,1088.0,2.0,yuv420p,40.0,left,1.0,true,4,25/1,25/1,1/12800,0,0.000000,384000,30.000000,5266382,8,750,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}","{'language': 'und', 'handler_name': 'VideoHandler'}",0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,4,1,8,0,9,0,0,0,3,0,22,0,28015,benign
44,malware22.mp4,Sat Feb 11 13:55:26 2023,Sat Feb 11 14:28:10 2023,33204,5506880,2053,1,1000,1000,1315927,1677237046,1676116526,1676118490,"[{'index': 0, 'codec_name': 'h264', 'codec_long_name': 'H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10', 'profile': 'High', 'codec_type': 'video', 'codec_time_base': '1/50', 'codec_tag_string': 'avc1', 'codec_tag': '0x31637661', 'width': 480, 'height': 360, 'coded_width': 480, 'coded_height': 368, 'has_b_frames': 2, 'pix_fmt': 'yuv420p', 'level': 21, 'chroma_location': 'left', 'refs': 1, 'is_avc': 'true', 'nal_length_size': '4', 'r_frame_rate': '25/1', 'avg_frame_rate': '25/1', 'time_base': '1/12800', 'start_pts': 0, 'start_time': '0.000000', 'duration_ts': 304640, 'duration': '23.800000', 'bit_rate': '328165', 'bits_per_raw_sample': '8', 'nb_frames': '595', 'disposition': {'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}, 'tags': {'language': 'und', 'handler_name': 'VideoHandler'}}, {'index': 1, 'codec_name': 'mp3', 'codec_long_name': 'MP3 (MPEG audio layer 3)', 'codec_type': 'audio', 'codec_time_base': '1/44100', 'codec_tag_string': 'mp4a', 'codec_tag': '0x6134706d', 'sample_fmt': 'fltp', 'sample_rate': '44100', 'channels': 2, 'channel_layout': 'stereo', 'bits_per_sample': 0, 'r_frame_rate': '0/0', 'avg_frame_rate': '0/0', 'time_base': '1/44100', 'start_pts': 0, 'start_time': '0.000000', 'duration_ts': 877855, 'duration': '19.906009', 'bit_rate': '127999', 'max_bit_rate': '128000', 'nb_frames': '763', 'disposition': {'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}, 'tags': {'language': 'und', 'handler_name': 'SoundHandler'}}]",0,h264,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,High,video,1/50,avc1,0x31637661,480.0,360.0,480.0,368.0,2.0,yuv420p,21.0,left,1.0,true,4,25/1,25/1,1/12800,0,0.000000,304640,23.800000,328165,8,595,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}","{'language': 'und', 'handler_name': 'VideoHandler'}",0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,4,1,3,0,9,0,0,0,3,1,22,0,28015,malware
